,Proj. Type,Organization Name,Project Name,City,SPA,CD,SD,Geo Code,HMIS Participating,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Housing Type,McKinney- Vento: Yhdp,Overflow Beds,PIT Count,Total Beds,Utilization Rate,funding_sources
407,Tranisitional Housing,Just Us 4 Youth,YHDP TH-Joint Component,Pomona,3,0,1,62850,Yes,Current,,,0,0,20,0,0,0,0,0,20,0,0,No,Yes,Site-based - single site,Yes,0,14,20,70.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
408,Rapid Re-housing,Just Us 4 Youth,YHDP TLS-Joint Component,Pomona,3,0,1,62850,Yes,Current,,,0,0,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,Yes,0,0,0,,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocThRrh', 'McKinney- Vento: Yhdp']"
409,Rapid Re-housing,JVS SoCal,SSVF RRH,South El Monte,3,0,1,61152,Yes,Current,,,13,3,15,0,13,0,0,15,0,0,0,No,Yes,Tenant-based - scattered site,No,0,28,28,100.0,['Additional Federal Funding: SSVF']
411,Emergency Shelter,"JWCH Institute, Inc.",DHS Interim Housing MLK,Los Angeles,6,0,2,62118,No,Current,Facility-based beds,,0,0,96,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,62,96,64.583,['Additional Federal Funding: Other']
412,Emergency Shelter,"JWCH Institute, Inc.",DHS Interim Housing San Pedro,Los Angeles,4,14,1,62118,No,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,32,50,64.0,['Additional Federal Funding: Other']
413,Emergency Shelter,"JWCH Institute, Inc.",JWCH Enhanced Services Program PRC,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,40,50,80.0,['Additional Federal Funding: Other']
414,Emergency Shelter,"JWCH Institute, Inc.",San Julian Oasis Recuperative Care Program,Los Angeles,4,14,1,62118,No,Current,Facility-based beds,,0,0,31,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,31,31,100.0,['Additional Federal Funding: Other']
415,Rapid Re-housing,"Korean Youth and Community Center, Inc.",City Recovery Re-Housing SPA 6,Los Angeles,4,10,2,62118,Yes,Current,,,0,0,2,1,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,3,3,100.0,['Additional Federal Funding: Other']
416,Permonent Supportive Housing,"Korean Youth and Community Center, Inc.",KYCC Ambrose Sr. DMH (D7),Los Angeles,4,13,1,62118,Yes,Current,,,0,0,31,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,30,31,96.774,['Additional Federal Funding: Other']
417,Permonent Supportive Housing,"Korean Youth and Community Center, Inc.",KYCC Serenity Sr. DMH (D7),Los Angeles,4,10,2,62118,Yes,Current,,,0,0,52,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,52,52,100.0,['Additional Federal Funding: Other']
419,Rapid Re-housing,"Korean Youth and Community Center, Inc.",TLS Adult SPA 6,Los Angeles,4,10,2,62118,Yes,Current,,,2,1,21,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,23,23,100.0,['Additional Federal Funding: Other']
420,Emergency Shelter,LA Family Housing Corporation (LAFH),A Bridge Home Canoga Park,Canoga Park,2,3,3,62118,Yes,Current,Facility-based beds,,0,0,81,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,75,81,92.593,['Additional Federal Funding: Other']
421,Emergency Shelter,LA Family Housing Corporation (LAFH),A Bridge Home Sylmar,Sylmar,2,7,3,62118,Yes,Current,Facility-based beds,,0,0,70,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,66,70,94.286,['Additional Federal Funding: Other']
422,Emergency Shelter,LA Family Housing Corporation (LAFH),Bridge Housing City Roadmap The Taper,North Hollywood,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,49,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,46,49,93.878,['Additional Federal Funding: Other']
423,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),CA1106 Day Street Apartments,Tujunga,2,7,5,69037,Yes,Current,,,0,0,16,0,0,0,0,0,0,16,0,No,No,Site-based - single site,No,0,15,16,93.75,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
424,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),CA1492 Welcome Home 90 SPA 2,North Hollywood,2,6,3,62118,Yes,Current,,,10,3,86,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,96,96,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
425,Emergency Shelter,LA Family Housing Corporation (LAFH),CES Bridge Housing Program (New),Los Angeles,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,69,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,66,69,95.652,['Additional Federal Funding: Other']
426,Emergency Shelter,LA Family Housing Corporation (LAFH),CES Crisis Housing Program Path to Home,Los Angeles,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,2,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,2,2,100.0,['Additional Federal Funding: Other']
427,Emergency Shelter,LA Family Housing Corporation (LAFH),CES Enhanced Bridge Housing Older Adults,Los Angeles,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,25,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,24,25,96.0,['Additional Federal Funding: Other']
428,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),DHS Crest Apartments,Van Nuys,2,2,3,62118,Yes,Current,,,0,0,63,0,0,0,0,23,0,40,0,No,No,Site-based - single site,No,0,55,63,87.302,[]
429,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),DHS Day Street Apartments,Tujunga,2,7,5,69037,Yes,Current,,,0,0,29,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,23,29,79.31,[]
430,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),DHS HJC to ICMS,North Hollywood,2,6,3,62118,Yes,Current,,,0,0,17,0,0,0,0,0,0,17,0,No,No,Tenant-based - scattered site,No,0,16,17,94.118,[]
431,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),DHS Housing for Health,North Hollywood,2,6,3,62118,Yes,Current,,,25,7,175,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,152,200,76.0,[]
432,Emergency Shelter,LA Family Housing Corporation (LAFH),DHS Interim Housing,Los Angeles,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,30,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,30,93.333,['Additional Federal Funding: Other']
433,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),DHS Palo Verde Apartments,Sun Valley,2,6,5,62118,Yes,Current,,,0,0,59,0,0,0,0,0,0,21,0,No,No,Site-based - single site,No,0,57,59,96.61,[]
434,Emergency Shelter,LA Family Housing Corporation (LAFH),DHS Recuperative Care Sylmar,Sylmar,2,7,3,62118,Yes,Current,Facility-based beds,,0,0,15,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,15,15,100.0,['Additional Federal Funding: Other']
435,Emergency Shelter,LA Family Housing Corporation (LAFH),DHS Tyrone Family Crisis Housing,Van Nuys,2,2,3,62118,Yes,Current,Facility-based beds,,29,8,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,29,29,100.0,['Additional Federal Funding: Other']
436,Emergency Shelter,LA Family Housing Corporation (LAFH),DMH Family Interim Housing,North Hollywood,2,6,3,62118,Yes,Current,Facility-based beds,,34,12,0,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,34,34,100.0,[]
437,Emergency Shelter,LA Family Housing Corporation (LAFH),DMH Interim Housing,Los Angeles,2,6,3,62118,Yes,Current,Facility-based beds,,0,0,50,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,50,50,100.0,[]
438,Other PH,LA Family Housing Corporation (LAFH),HACLA Section8 Homeless Program,North Hollywood,2,6,3,62118,Yes,Current,,,238,54,3,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,229,241,95.021,[]
439,Emergency Shelter,LA Family Housing Corporation (LAFH),Inside Safe Hotel/Motel Voucher Program,North Hollywood,2,6,3,62118,No,Current,Facility-based beds,,0,0,79,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,79,79,100.0,['Additional Federal Funding: Other']
443,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),LAFH EHV (D7),North Hollywood,2,6,3,62118,Yes,Current,,,0,0,3,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,1,3,33.333,['Additional Federal Funding: PIH-EHV']
446,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),LAFH Talisa Apts. (D7),Panorama City,2,6,3,69037,Yes,Current,,,51,14,1,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,52,52,100.0,['Additional Federal Funding: Other']
447,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),LAFH Talisa Apts. DMH (D7),Panorama City,2,6,3,69037,Yes,Current,,,101,28,7,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,108,108,100.0,['Additional Federal Funding: Other']
448,Emergency Shelter,LA Family Housing Corporation (LAFH),LFH FSC Crisis Housing Cesar Chavez SPA 4,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,76,14,0,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,71,76,93.421,['Additional Federal Funding: Other']
449,Emergency Shelter,LA Family Housing Corporation (LAFH),LFH FSC Crisis Housing Motel/Hotel Vouchers (Vouchers),North Hollywood,2,6,3,62118,Yes,Current,Voucher beds,,670,205,0,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,670,670,100.0,['Additional Federal Funding: Other']
450,Emergency Shelter,LA Family Housing Corporation (LAFH),LFH FSC Crisis Housing SPA 2,North Hollywood,2,6,3,62118,Yes,Current,Facility-based beds,,183,53,2,0,0,0,0,0,0,0,0,No,Yes,Site-based - clustered / multiple sites,No,0,185,185,100.0,['Additional Federal Funding: Other']
451,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),LFH FUP D7,North Hollywood,2,6,3,62118,Yes,Current,,,26,13,3,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,24,29,82.759,['Additional Federal Funding: Other']
452,Emergency Shelter,LA Family Housing Corporation (LAFH),PHK CITY Encinitas,Sylmar,2,7,3,62118,Yes,Current,Facility-based beds,,0,0,101,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,92,101,91.089,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
453,Emergency Shelter,LA Family Housing Corporation (LAFH),PHK CITY Sieroty,Reseda,2,4,3,62118,Yes,Current,Facility-based beds,,0,0,75,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,75,75,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: Esg-CV']"
454,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),Silva Crossing (D7),Sylmar,2,7,3,62118,Yes,Current,,,0,0,28,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,28,100.0,['Additional Federal Funding: Other']
455,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),Silva Crossing DMH (D7),Sylmar,2,7,3,62118,Yes,Current,,,0,0,27,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,26,27,96.296,['Additional Federal Funding: Other']
457,Permonent Supportive Housing,LA Family Housing Corporation (LAFH),The Fiesta PSH,Los Angeles,2,6,3,62118,Yes,Current,,,0,0,49,0,0,0,0,0,0,28,0,No,No,Site-based - single site,No,0,44,49,89.796,[]
458,Rapid Re-housing,LA Family Housing Corporation (LAFH),TLS Adult SPA 2,North Hollywood,2,6,3,62118,Yes,Current,,,0,0,333,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,348,333,104.505,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocRrh']"
459,Rapid Re-housing,LA Family Housing Corporation (LAFH),TLS FSC SPA 2,North Hollywood,2,6,3,62118,Yes,Current,,,687,168,2,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,689,689,100.0,"['Additional Federal Funding: Other', 'McKinney- Vento', 'McKinney- Vento: CocRrh']"
460,Safe Haven,LA Family Housing Corporation (LAFH),VA Low Demand Safe Haven,Los Angeles,2,6,3,62118,Yes,Current,,,0,0,20,0,0,0,0,20,0,0,0,No,Yes,Site-based - single site,No,0,19,20,95.0,['Additional Federal Funding: GPD-LD']
461,Rapid Re-housing,LA Global Care,TLS Adult SPA 4,Los Angeles,4,14,1,62118,Yes,Current,,,0,0,12,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,12,12,100.0,['Additional Federal Funding: Other']
462,Rapid Re-housing,LA Global Care,TLS Adult SPA 6,Los Angeles,6,9,2,62118,Yes,Current,,,0,0,9,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,9,9,100.0,['Additional Federal Funding: Other']
463,Permonent Supportive Housing,Life Steps,LifeSTEPS Bell Creek DMH (D7),Canoga Park,2,3,3,69037,Yes,Current,,,0,0,41,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,41,41,100.0,['Additional Federal Funding: Other']
465,Permonent Supportive Housing,LINC Housing Corporation,LINC Equa DMH (D7),La Puente,3,0,1,61152,Yes,Current,,,0,0,31,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,34,31,109.677,['Additional Federal Funding: Other']
466,Permonent Supportive Housing,LINC Housing Corporation,LINC HiFi Collective DMH (D7),Los Angeles,4,13,1,62118,Yes,Current,,,0,0,31,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,31,31,100.0,['Additional Federal Funding: Other']
467,Other PH,LINC Housing Corporation,Mosaic Gardens at Huntington Park,Huntington Park,7,0,4,61698,No,Current,,,9,3,15,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,24,24,100.0,[]
469,Other PH,LINC Housing Corporation,Seasons at Compton,Compton ,6,0,2,60804,No,Current,,,3,1,14,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,17,17,100.0,[]
470,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Bridge of Hope Community Housing,Hawthorne,8,0,2,61596,Yes,Current,Facility-based beds,,0,0,12,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,11,12,91.667,['Additional Federal Funding: Other']
471,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Recovery Bridge Housing Alhambra House,Alhambra,3,0,1,60030,Yes,Current,Facility-based beds,,0,0,26,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,21,26,80.769,['Additional Federal Funding: Other']
472,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Recovery Bridge Housing Casa Del Corazon,Santa Fe Springs,7,0,4,69037,Yes,Current,Facility-based beds,,0,0,60,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,60,60,100.0,[]
473,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Recovery Bridge Housing LA Mission,Los Angeles,4,14,1,62118,Yes,Current,Facility-based beds,,0,0,36,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,54,36,150.0,['Additional Federal Funding: Other']
474,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Recovery Bridge Housing Start House,Altadena,3,0,5,69037,Yes,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,23,16,143.75,[]
475,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Residential Treatment Center Allen House,Santa Fe Springs,7,0,4,69037,Yes,Current,Facility-based beds,,0,0,60,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,101,60,168.333,['Additional Federal Funding: Other']
476,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Residential Treatment Facility Alice’s House,Whittier ,7,0,4,64074,Yes,Current,Facility-based beds,,0,0,16,0,0,0,0,0,0,0,0,No,No,Site-based - single site,No,0,35,16,218.75,[]
477,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Residential Treatment Facility Nuestra Casa,South Gate,7,0,4,62118,Yes,Current,Facility-based beds,,0,0,42,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,50,42,119.048,['Additional Federal Funding: Other']
478,Emergency Shelter,Los Angeles Center for Alcohol and Drug Abuse (LA CADA),Tiny Home Village Montebello,Montebello,7,0,1,62328,Yes,Current,Facility-based beds,,0,0,30,0,0,0,0,0,0,0,0,No,Yes,Site-based - single site,No,0,28,30,93.333,['Additional Federal Funding: Other']
479,Permonent Supportive Housing,Los Angeles County Department of Health Services (DHS),CA1219 LAC Dept of Health Services,Los Angeles,4,14,1,62118,Yes,Current,,,43,12,7,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,50,50,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
480,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA0324 Good Samaritan Bonus,Los Angeles,4,10,2,62118,Yes,Current,,,0,0,119,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,114,119,95.798,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
481,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA0365 DMH 1,Los Angeles,4,10,2,62118,Yes,Current,,,177,32,182,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,300,359,83.565,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
482,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA0393 DMH,Los Angeles,4,10,2,62118,Yes,Current,,,96,28,38,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,135,134,100.746,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
483,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA0405 Scattered Sites,Los Angeles,4,10,2,62118,Yes,Current,,,259,83,274,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,473,533,88.743,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
484,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1046 DMH 8,Los Angeles,4,10,2,62118,Yes,Current,,,63,15,169,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,238,232,102.586,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
485,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1158 DMH 9,Los Angeles,4,10,2,62118,Yes,Current,,,10,4,21,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,23,31,74.194,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
486,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1337 DMH MIT,Los Angeles,4,10,2,62118,Yes,Current,,,32,12,95,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,127,127,100.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
487,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1342 DMH MIT 11,Los Angeles,4,10,2,62118,Yes,Current,,,46,22,71,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,118,117,100.855,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
488,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1596 DMH 12,Los Angeles,4,10,2,62118,Yes,Current,,,25,9,58,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,78,83,93.976,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
489,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),CA1688 DMH 13,Los Angeles,4,10,2,62118,Yes,Current,,,20,20,180,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,212,200,106.0,"['McKinney- Vento', 'McKinney- Vento: CocPsh']"
491,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),HACLA Tenant Based Supportive Housing TBSH 2012,Los Angeles,4,10,2,62118,Yes,Current,,,19,4,119,0,0,0,19,0,0,119,0,No,Yes,Tenant-based - scattered site,No,0,135,138,97.826,['Additional Federal Funding: PIH']
492,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),HACLA Tenant Based Supportive Housing TBSH 2017,Los Angeles,4,10,2,62118,Yes,Current,,,80,32,125,0,0,0,80,0,0,125,0,No,Yes,Tenant-based - scattered site,No,0,196,205,95.61,"['Additional Federal Funding: PIH', 'McKinney- Vento', 'McKinney- Vento: CocPsh']"
493,Permonent Supportive Housing,Los Angeles County Department of Mental Health (DMH),HACLA Tenant Based Supportive Housing TBSH 2022,Los Angeles,4,10,2,62118,Yes,Current,,,10,3,11,0,0,0,0,0,0,0,0,No,Yes,Tenant-based - scattered site,No,0,21,21,100.0,['Additional Federal Funding: PIH']
494,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 04 El Monte (Vouchers),El Monte,3,0,1,61152,Yes,Current,Voucher beds,,160,53,6,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,166,166,100.0,[]
495,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 05 Belvedere (Vouchers),Los Angeles,7,0,1,62118,Yes,Current,Voucher beds,,24,8,1,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,25,25,100.0,[]
496,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 11 East Valley (Vouchers),Van Nuys,2,6,3,62118,Yes,Current,Voucher beds,,112,37,4,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,116,116,100.0,[]
497,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 13 Metro Family (Vouchers),Los Angeles,6,9,2,62118,Yes,Current,Voucher beds,,411,136,16,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,427,427,100.0,[]
498,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 15 Metro East (Vouchers),Los Angeles,4,14,1,62118,Yes,Current,Voucher beds,,73,24,3,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,76,76,100.0,[]
499,Emergency Shelter,Los Angeles County Department of Public Social Services (DPSS),Cal Works Homeless Assistance Program 17 Florence (Vouchers),Los Angeles,7,0,2,62118,Yes,Current,Voucher beds,,456,151,17,0,0,0,0,0,0,0,0,No,No,Tenant-based - scattered site,No,0,473,473,100.0,[]
